ENOG410UWEP	Q9NUH8	A8MWL7,A0A024QZV7,A8K768,C9JCY4,B4DFL6,A0A087WU83,C9JQS0,H7C5F1,C9J786,H7C541,F2Z2F8,F8WBI7	224.8	222.6,224.8,221.2,211.4,203.5,155.2,116.0,113.7,110.0,86.0,61.5,60.8
ENOG410URMB	Q8N612	A8K6N7,B3KPL0,E9PJK5	2229.3	1718.1,1717.1,1716.4
ENOG410UJXW	P49593	Q6IPC0,A0M8Q2,A8MX49,B5MCT7,B3KX06,Q0VGL7,C9J2F3,C9JL74	924.4	924.1,805.3,658.8,609.9,605.5,591.9,191.4,158.0
ENOG410UIGP	P00492	A0A140VJL3,Q6LET3,A0A0H3YEQ7,Q15248	478.4	478.4,476.4,146.4,55.1
ENOG410UGMN	Q9UDT6	A0A140VJG6,A7E2F7,Q7Z5B7,H7C4L6,H7C5H8	2242.7	2245.8,2125.1,214.2,191.9,36.8
ENOG410UK3I	Q92598	A0A024RDS1,A0A024RDQ0,B4DF68,A0A0A0MSM0,B4DY72,B4DZB4,Q5TBM3,R4GN69,B4DZP3	1967.2	1967.2,1842.8,1713.7,1686.9,1490.4,1230.2,229.6,222.4,163.6
ENOG410UV8Z	O14737	K7EQA1,K7ESJ4,Q59GR9,Q3HM38,X6R2P6	267.9	187.4,107.4,77.8,62.8,62.4
ENOG410UGHH	Q9BUR5	H7C1U8,A0A0J9YWW6,A0A0J9YXS4,G3V1B6,A0A0J9YXT7	416.2	368.6,193.4,180.9,147.8,76.7
ENOG410USNW	Q8NFF2	H0YCX3,B4DHR5,G3V505	1380.4	949.2,834.3,148.3
ENOG410UTK7	A6NJI9	F8VSY1	566.5	66.4
ENOG410UUNP	Q9BQ61	B2RE11,K7EN60,K7ERU7,K7ELS0	370.2	371.7,278.7,228.2,207.3
ENOG410UHKV	Q13422	A0A087WU46,A0A0A0MST1,A0A0A0MRA0,R9R4D9,Q8TDG7,Q3T907	1165.9	752.1,637.9,551.4,504.2,169.0,77.1
ENOG410V04B	Q58FF9		214.5	
ENOG410UTDA	Q8WWF3	A4D1L0	475.4	475.4
ENOG410UGXB	Q969P5	A0A024R9F3,Q498Y9,Q0VAQ6,I6L984	817.7	817.7,675.8,465.6,461.2
ENOG410UPKD	Q96MS3	F5H088,B4DI76,B4DHZ5,H0Y5M0	685.3	672.8,529.2,517.7,183.4
ENOG410UHNY	Q9NWQ8		908.1	
ENOG410UNHP	Q6AZY7		1354.8	
ENOG410UMYK	P47872	Q8IV17,B2RBF3,A0A0D9SFY2,A0A0D9SFV7	969.7	968.5,966.9,409.9,330.7
ENOG410UFWD	Q9NZB2	A0A0C4DG79,A0A0C4DH52	2284.0	1182.9,978.5
ENOG410UJ0E	Q9UMX3	A0A024R4A8,Q9UL32,Q53NU8,Q53QM7	459.3	459.3,450.6,292.2,150.9
ENOG410UP56	Q8TAG5	B5MCX6,F8W8J5	496.8	511.7,500.8
ENOG410USJY	Q7Z6J6	B5MC67,H0Y5N1,H0YKW6,B3KVN9,A0A087WVP2,A8K1U8,A0A1B0GV18,H0YNI9,F8WCI0	1248.1	1038.6,1033.2,880.1,799.7,761.8,544.7,428.1,383.0,333.3
ENOG410UJFY	A0A1L1Z877	A0A1L1Z866,A0A1L1Z865,H7BZP4	632.0	599.8,599.1,307.0
ENOG410UQWF	P43652		1200.0	
